1930;Szabadsajtó u.;46.2363775;20.1385125;0
1935;Szalámigyár;46.241085;20.12271;1
2857;Szalámigyár;46.241106;20.122471;0
1938;Szamos u.;46.2666565;20.1618675;0
4556;Szatymazi utca;46.268952;20.135493;0
2537;Szatymazi utca;46.26697;20.13286;0
2700;Széchenyi István u.;46.2658325;20.0628895;0
1989;Széchenyi tér;46.252642;20.14926;0
4514;Széchenyi tér;46.25272;20.149335;0
2858;Széchenyi tér (Kelemen u.);46.252768;20.1483493333333;0
1994;Szeged vá.;46.239795;20.1425945;1
4523;Szeged vá.;46.23979;20.142559;0
4484;Szeged vasútállomás;46.2403205;20.142795;0
4308;Szeged, Rókus vá. bej. út;46.2653725;20.1275305;0
2047;Szeged, Szélső sor;46.2783365;20.1673085;0
2053;Szegedi Ipari Logisztikai Központ;46.288785;20.084276;0
2629;Széksósi út;46.2772495;20.0526255;0
2082;Szél u.;46.2478945;20.129057;0
2086;Szent Ferenc u.;46.2422495;20.137805;0
2087;Szent György tér;46.259045;20.15678;1
2088;Szent István tér;46.2582955;20.150886;0
2661;Szent János tér;46.274367;20.062194;0
2085;Szent-Györgyi Albert u.;46.250605;20.166965;0
2176;Szentmihály;46.212248;20.069222;0
2177;Szentmihály, malom;46.2190245;20.0789415;0
2186;Szivárvány kitérő;46.24614;20.1368;1
2771;Szőreg, ABC;46.2211545;20.196855;0
2196;Szőreg, malom;46.202172;20.194397;0
2631;Szőregi Szabadidőpark;46.213816;20.1961475;0
2198;Szöri u.;46.247178;20.178313;0
2200;Szövetség u.;46.2462375;20.183407;0
2206;Szúnyog u.;46.222956;20.1093725;0
2692;Tabán u.(Felső Tisza-part);46.258568;20.16748;0
2215;Tanács u.;46.244521;20.1866705;0
2219;Tápé, Ált. Isk.;46.2597065;20.193583;0
2220;Tápé, Csatár u.;46.263772;20.208097;0
2225;Tarján;46.27549625;20.16441475;1
2227;Tarján, víztorony;46.27089;20.16454;0
2228;Tarján, Víztorony tér;46.2706805;20.1641785;0
2231;Tassi ház;46.271952;20.0842425;0
2242;Tavasz utca;46.260675;20.139175;1
4516;Tavasz utca;46.260675;20.139175;0
2632;Temesvári krt. (Népkert sor);46.2499605;20.165933;0
2261;Thököly u.;46.241352;20.184332;0
4548;Tisza Lajos krt. (Mikszáth K. u.);46.252878;20.148138;0
2585;Tisza Lajos krt.(Károlyi u.);46.254695;20.146665;1
2586;Tisza Lajos krt.(Mikszáth K. u.);46.25452;20.14588;0
2529;Torontál tér (P+R);46.24828;20.1584;0
2322;Töltés u.;46.2428685;20.169154;0
2339;Traktor u.;46.233085;20.175315;0
2633;Tücsök utca;46.217985;20.11055;0
4550;Tündér u.;46.26557;20.151244;0
4549;Tündér u.;46.265719;20.151205;0
2344;Tündér utca;46.26316;20.15094;0
2345;Tűzoltó utca;46.266411;20.117576;0
2348;Új-Petőfitelep;46.28406;20.174008;0
4552;Újszeged, Csanádi utca;46.24522;20.15957;0
